grad_norm,loss,loss_q0,loss_q1,loss_q2,loss_q3,mse,mse_q0,mse_q1,mse_q2,mse_q3,samples,step,eval_loss,eval_loss_q0,eval_loss_q1,eval_loss_q2,eval_loss_q3,eval_mse,eval_mse_q0,eval_mse_q1,eval_mse_q2,eval_mse_q3
6.267760363094061,1.07560745626688,1.0754285608838217,1.0756007253897055,1.076372025916295,1.0750954186474844,1.0756069794297218,1.0754280840466655,1.0756002485525469,1.0763715490791368,1.0750949418103255,2048,0,,,,,,,,,,
,,,,,,,,,,,,,1.051380142569542,1.0522868821115214,1.0508980933569783,1.052621557382879,1.0498310393378854,1.051379665732384,1.052286405274364,1.0508976165198187,1.0526210805457215,1.0498305625007298
2.2975230364231662,0.991325394995511,0.9910703098885226,0.9914163153463246,0.9912827112236785,0.9915343104523642,0.9913249231874932,0.991069838953893,0.9914158447193218,0.9912822402134762,0.9915338397130418,43008,20,,,,,,,,,,
0.546861032314191,0.9814027184620506,0.9813230945877957,0.9813702920901637,0.9814184639594208,0.9814995824086938,0.9814022475853563,0.981322623861077,0.9813698214850054,0.9814179931081993,0.9814991122419,83968,40,,,,,,,,,,
1.4477033571670321,0.9542338278144601,0.952560453488624,0.9535999934346535,0.9546738964604825,0.9561115113423106,0.9542333573102952,0.9525599796473387,0.9535995216970211,0.9546734271752871,0.9561110443075542,124928,60,,,,,,,,,,
1.2886741959901233,0.8896002531051629,0.8875714227428234,0.8890085955070584,0.8902109478711789,0.8915380779744967,0.8895997807383536,0.8875709403145804,0.8890081219201083,0.8902104803724842,0.8915376188808378,165888,80,,,,,,,,,,
0.690565211706646,0.83968328293413,0.8375748279380799,0.8392334402243262,0.8403070498369868,0.8414632689201873,0.8396828144788739,0.8375743379427135,0.839232964005226,0.840306584800957,0.8414628166904968,206848,100,,,,,,,,,,
0.6480548080982512,0.8029821746051308,0.8012211289547329,0.8025658289446288,0.8037158145340255,0.8042443051112947,0.8029817029833793,0.8012206320582042,0.8025653507178853,0.803715351753589,0.8042438589074401,247808,120,,,,,,,,,,
0.6525075880321661,0.773000609129668,0.771441323639469,0.7727306994079802,0.7735870843544006,0.7740726978284914,0.7730001389980314,0.7714408203693832,0.772730220916982,0.7735866233172307,0.7740722552537399,288768,140,,,,,,,,,,
0.8073699087084801,0.7470443964004518,0.7453325674850914,0.74704502498784,0.7477717886624733,0.7478430018242235,0.7470439260825521,0.7453320575230683,0.7470445456298039,0.7477713305593564,0.7478425611683408,329728,160,,,,,,,,,,
0.7364096533563904,0.7242205889895551,0.7227458914052731,0.7239505845563334,0.7247624530479936,0.725190286670685,0.7242201155051592,0.722745375281777,0.723950104973909,0.7247619969241419,0.7251898501847248,370688,180,,,,,,,,,,
1.1647997872447553,0.7046587819233538,0.7031111110349793,0.7045080650890788,0.7051574900169977,0.7056056823201308,0.7046583121642477,0.7031105895910201,0.7045075838509391,0.7051570360883523,0.7056052480531096,411648,200,,,,,,,,,,
0.6540806955072446,0.6863815685734155,0.6851097773348837,0.6862045102461923,0.6868821213873163,0.6871331407274464,0.68638109602034,0.6851092500313901,0.6862040288194915,0.6868816683986673,0.6871327099501541,452608,220,,,,,,,,,,
